PubMed_ID,Title,Abstract,Label
39829767,Strategic Modulation of Polarity and Viscosity Sensitivity of Bimane Molecular Rotor-Based Fluorophores for Imaging α-Synuclein.,"Molecular rotor-based fluorophores (RBFs) that are target-selective and sensitive to both polarity and viscosity are valuable for diverse biological applications. Here, we have designed next-generation RBFs based on the underexplored bimane fluorophore through either changing in aryl substitution or varying π-linkages between the rotatable electron donors and acceptors to produce red-shifted fluorescence emissions with large Stokes shifts. RBFs exhibit a twisted intramolecular charge transfer mechanism that enables control of polarity and viscosity sensitivity, as well as target selectivity. These features enable their application in: (1) turn-on fluorescent detection of α-synuclein (αS) fibrils, a hallmark of Parkinson's disease (PD), including amplified fibrils from patient samples; (2) monitoring early misfolding and oligomer formation during αS aggregation; and (3) selective imaging of αS condensates formed by liquid-liquid phase separation (LLPS). In all three cases, we show that our probes have high levels of selectivity for αS versus other aggregating proteins. These properties enable one to study the interplay of αS and tau in amyloid aggregation and the mechanisms underlying neurodegenerative disorders.",1
39829206,Recognition and classification of facial expression using artificial intelligence as a key of early detection in neurological disorders.,"The recognition and classification of facial expressions using artificial intelligence (AI) presents a promising avenue for early detection and monitoring of neurodegenerative disorders. This narrative review critically examines the current state of AI-driven facial expression analysis in the context of neurodegenerative diseases, such as Alzheimer's and Parkinson's. We discuss the potential of AI techniques, including deep learning and computer vision, to accurately interpret and categorize subtle changes in facial expressions associated with these pathological conditions. Furthermore, we explore the role of facial expression recognition as a noninvasive, cost-effective tool for screening, disease progression tracking, and personalized intervention in neurodegenerative disorders. The review also addresses the challenges, ethical considerations, and future prospects of integrating AI-based facial expression analysis into clinical practice for early intervention and improved quality of life for individuals at risk of or affected by neurodegenerative diseases.",1
39819742,Peripheral proteinopathy in neurodegenerative diseases.,"Proteinopathies in neurology typically refer to pathological changes in proteins associated with neurological diseases, such as the aggregation of amyloid β and Tau in Alzheimer's disease, α-synuclein in Parkinson's disease and multiple system atrophy, and TAR DNA-binding protein 43 in amyotrophic lateral sclerosis and frontotemporal dementia. Interestingly, these proteins are also commonly found in peripheral tissues, raising important questions about their roles in neurological disorders. Multiple studies have shown that peripherally derived pathological proteins not only travel to the brain through various routes, aggravating brain pathology, but also contribute significantly to peripheral dysfunction, highlighting their crucial impact on neurological diseases. Investigating how these peripherally derived proteins influence the progression of neurological disorders could open new horizons for achieving early diagnosis and treatment. This review summarizes the distribution, transportation pathways, and pathogenic mechanisms of several neurodegenerative disease-related pathological proteins in the periphery, proposing that targeting these peripheral pathological proteins could be a promising strategy for preventing and managing neurological diseases.",1
39817395,White Matter Fiber Bundle Alterations Correlate with Gait and Cognitive Impairments in Parkinson's Disease based on HARDI Data.,"The neuroanatomical basis of white matter fiber tracts in gait impairments in individuals suffering from Parkinson's Disease (PD) is unclear. Twenty-four individuals living with PD and 29 Healthy Controls (HCs) were included. For each participant, two-shell High Angular Resolution Diffusion Imaging (HARDI) and high-resolution 3D structural images were acquired using the 3T MRI. Diffusion-weighted data preprocessing was performed using the orientation distribution function to trace the main fiber tracts in PD individuals. Clinical characteristics between the two groups were compared, and the correlation between the FA value and behavioral data was analyzed. Quantitative gait and clinical parameters were recorded in PD at ON and OFF states, respectively. The mean tract-specific FA values of the right Cingulum Cingulate (rCC) were statistically different between the PD group and the HC group (p =0.047). The FA value of 34-58 equidistant nodes in rCC was positively correlated with Mini-Mental State Examination (MMSE) (r=0.527, p=0.024), Berg Balance Scale (BBS)-OFF (r=0.480, p =0.040), and BBS-ON (r=0.528, p =0.024) scores, while it was negatively correlated with the MDS-UPDRS-III-ON score (r=-0.502, p =0.030). Regarding the gait analysis, the FA value was significantly correlated with velocity, cadence, and stride time of the pace and rhythm domains in both 'ON' and 'OFF' states, respectively (p<0.05). This study served as an initial exploration to establish that HARDI sequences could be employed as a robust tool for analyzing microstructural alterations in white matter fiber bundles among PD patients, although the sample size was small. We confirmed microstructural integrity impairment of rCC to be significantly associated with both gait and cognitive deficits in patients with PD. Early detection of microstructural changes in rCC and targeted treatment can help improve behavioral disorders. In the future, we intend to further integrate multimodal data with assessments of patient behavior both prior to and following intervention. We will validate our findings within an independent cohort to monitor disease progression and evaluate the efficacy of therapeutic interventions.",1
39812863,Longitudinal qualitative assessment of meaningful symptoms and relevance of WATCH-PD digital measures for people with early Parkinson's.,"Longitudinal qualitative data on what matters to people with Parkinson's disease are lacking and needed to guide patient-centered clinical care and development of outcome measures. To evaluate change over time in symptoms, impacts, and relevance of digital measures to monitor disease progression in early Parkinson's. In-depth, online symptom mapping interviews were conducted with 33 people with early Parkinson's at baseline and 1 year later to evaluate (A) symptoms, (B) impacts, and (C) relevance of digital measures to monitor personally relevant symptoms. Maps and transcripts were coded for frequencies, Likert scale rankings (0 = not present to 4 = most bothersome), and thematic findings. Wilcoxon Signed Rank test was used to evaluate change over time. Other than walking and balance, most motor symptoms did not change significantly from baseline to 1 year later. Multiple significant changes were observed in non-motor areas (cognition, speech, sleep, mood, fatigue, pain; p < 0.05) and functional impacts (mobility, effort to do usual activities, personal comfort; p < 0.05). Thematic analysis revealed ability to cope with and compensate for actual or anticipated symptoms reduced disruptions to well-being and changed how bothersome symptoms were. All digital measures targeted symptoms that were personally important to most participants (> 80%). Non-motor and walking/balance symptoms changed sooner than other motor symptoms during the course of 1 year. Evaluation of coping and compensatory mechanisms may be essential to understanding symptom bothersomeness at a given point in time. Smartphone and smartwatch digital measures were relevant to personally meaningful symptoms of early PD.",1
39812846,Diagnosis of hereditary ataxias: a real-world single center experience.,"This study aims to evaluate our experience in the diagnosis of hereditary ataxias (HAs), to analyze data from a real-world scenario. This is a retrospective, cross-sectional, descriptive study conducted at a single Italian adult neurogenetic outpatient clinic, in 147 patients affected by ataxia with a suspicion of hereditary forms, recruited from November 1999 to February 2024. A stepwise approach for molecular diagnostics was applied: targeted gene panel (TP) next-generation sequencing (NGS) and/or clinical exome sequencing (CES) were performed in the case of inconclusive first-line genetic testing, such as short tandem repeat expansions (TREs) testing for most common spinocerebellar ataxias (SCA1-3, 6-8,12,17, DRPLA), other forms [Fragile X-associated tremor/ataxia syndrome (FXTAS), Friedreich ataxia (FRDA) and mitochondrial DNA-related ataxia, RFC1-related ataxia/CANVAS] or inconclusive phenotype-guided specific single gene sequencing. A definitive diagnosis was reached in 36.7% of the cases. TREs testing was diagnostic in 30.4% of patients. The three most common TREs ataxias were FRDA (36.1%), SCA2 (27.8%), and RFC1-related ataxia/CANVAS (11.1%). In five patients, the molecular diagnosis was achieved by single gene sequencing and causative mutations were identified in POLG (2), SACS (1), DARS2 (1), MT-ATP6 (1). Of 94 patients with a suspicion of HAs of indeterminate genetic origin, 68 underwent new molecular evaluation using the NGS approach. In 28 of these cases, CES was performed after the TP sequencing resulted negative. In 13 patients, the diagnosis was achieved by NGS approach. In 7 of these 13 patients, the diagnosis was made by CES. Genes mutations identified as causative of HAs were found in SPG7 (4), SACS (1), CACNA1A (1), CACNA1G (1), EEF2 (1), PRKCG (1), KCNC3 (1), ADCK3 (1), SYNE1 (1), ITPR1 (1). A positive family history of ataxia and early onset of symptoms were associated with a higher likelihood of obtaining a definite diagnosis. The molecular diagnosis of HAs remains a significant challenge for neurologists. Our data indicate that, in most cases, a diagnosis of HA can be established through first line genetic testing, particularly TREs testing. However, for patients with a clinical diagnosis of HA who do not achieve a molecular diagnosis through initial genetic tests, the use of NGS proves to be a valuable tool, providing a definitive diagnosis in approximately 20% of cases. Therefore, when feasible in clinical practice, integrating NGS testing, especially exome sequencing, into the diagnostic decision-making process for unsolved cases is crucial.",1
39812289,[Neurology: what's new in 2024].,"In 2024, therapeutic and diagnostic advancements are shaping the field of neurology. Three new drugs show promise for treating myasthenia gravis and chronic inflammatory demyelinating polyneuropathy. A new classification for Parkinson's disease has been proposed, while a neuroprosthesis is improving gait in advanced stages. Revised criteria for inclusion body myositis and multiple sclerosis are refining diagnoses, and blood biomarkers are enabling early detection of Alzheimer's disease. The effectiveness of early thrombolysis in stroke has been confirmed, and new treatments are being explored for cerebral hemorrhages. In epilepsy, surgery reduces mortality by 30% in drug-resistant patients. Finally, new treatments targeting PACAP and CGRP are reducing refractory migraines with good tolerability. En 2024, des avancées thérapeutiques et diagnostiques marquent la neurologie. Trois nouvelles molécules sont prometteuses dans la myasthénie et la polyradiculoneuropathie inflammatoire chronique. Une nouvelle classification de la maladie de Parkinson est proposée, tandis qu’une neuroprothèse améliore la marche dans les stades avancés. Des critères révisés pour la myosite à corps d’inclusion et la sclérose en plaques affinent les diagnostics, et des biomarqueurs sanguins facilitent la détection précoce d’Alzheimer. L’efficacité de la thrombolyse précoce dans les AVC est confirmée, et de nouveaux traitements sont explorés pour les hémorragies cérébrales. En épilepsie, la chirurgie diminue la mortalité de 30 % chez les patients résistants. Enfin, de nouveaux traitements ciblant deux neuropeptides, le polypeptide activant l’adénylate cyclase hypophysaire (PACAP) et le peptide lié au gène de la calcitonine (CGRP) réduisent les migraines réfractaires avec une bonne tolérance.",1
39798255,"A Phase 2b, multicenter, randomized, double-blind, placebo-controlled study to evaluate the efficacy and safety of intravenous prasinezumab in early-stage Parkinson's disease (PADOVA): Rationale, design, and baseline data.","Prasinezumab was shown to potentially delay motor progression in individuals with early-stage Parkinson's disease (PD) who were either treatment-naïve or on monoamine oxidase type B inhibitor (MAO-Bi) therapy in the PASADENA study. We report the rationale, design, and baseline patient characteristics of the PADOVA study, designed to evaluate prasinezumab in an early-stage PD population receiving standard-of-care (SOC) symptomatic medications. PADOVA (NCT04777331) is a Phase 2b, multicenter, randomized, double-blind, placebo-controlled, parallel-group study, in which individuals with early-stage PD on SOC stable symptomatic monotherapy (levodopa or MAO-Bi) receive intravenous prasinezumab 1500 mg every 4 weeks. The primary endpoint is time to confirmed motor progression, defined as ≥5 points increase from baseline on the Movement Disorder Society-sponsored revision of the Unified Parkinson's Disease Rating Scale (MDS-UPDRS) Part III in practically defined OFF-medication state. 586 participants were enrolled between May 5th, 2021 and March 22nd, 2023. At baseline, 74.2 % and 25.8 % of participants were receiving levodopa and MAO-Bi, respectively. Mean age was 64.2 years and 63.5 % were male. Mean time from diagnosis was 18.6 months, 85 % of participants were in Hoehn & Yahr (H&Y) Stage 2, and mean MDS-UPDRS Part III score was 24.5. Compared with the PASADENA population, PADOVA participants were older (∼5 years), with longer disease duration (∼8 months), and slightly more advanced based on H&Y stage (10 % more in Stage 2) and MDS-UPDRS Part III (∼3 points more). PADOVA has successfully recruited an early-stage PD population to test the effect of prasinezumab when added to background SOC.",1
39795532,Parkinson's Disease Prediction: An Attention-Based Multimodal Fusion Framework Using Handwriting and Clinical Data.,"Neurodegenerative diseases (NGD) encompass a range of progressive neurological conditions, such as Alzheimer's disease (AD) and Parkinson's disease (PD), characterised by the gradual deterioration of neuronal structure and function. This degeneration manifests as cognitive decline, movement impairment, and dementia. Our focus in this investigation is on PD, a neurodegenerative disorder characterized by the loss of dopamine-producing neurons in the brain, leading to motor disturbances. Early detection of PD is paramount for enhancing quality of life through timely intervention and tailored treatment. However, the subtle nature of initial symptoms, like slow movements, tremors, muscle rigidity, and psychological changes, often reduce daily task performance and complicate early diagnosis. To assist medical professionals in timely diagnosis of PD, we introduce a cutting-edge Multimodal Diagnosis framework (PMMD). Based on deep learning techniques, the PMMD framework integrates imaging, handwriting, drawing, and clinical data to accurately detect PD. Notably, it incorporates cross-modal attention, a methodology previously unexplored within the area, which facilitates the modelling of interactions between different data modalities. The proposed method exhibited an accuracy of 96% on the independent tests set. Comparative analysis against state-of-the-art models, along with an in-depth exploration of attention mechanisms, highlights the efficacy of PMMD in PD classification. The obtained results highlight exciting new prospects for the use of handwriting as a biomarker, along with other information, for optimal model performance. PMMD's success in integrating diverse data sources through cross-modal attention underscores its potential as a robust diagnostic decision support tool for accurately diagnosing PD.",1
39794607,A smart tool for non expert clinicians for the dissemination of the MDS criteria for progressive supranuclear palsy.,"Due to the variety of clinical phenotypes and the massive clinical overlap with other neurodegenerative diseases, the diagnosis of Progressive Supranuclear Palsy (PSP) remains a major challenge. Notwithstanding, early and reliable clinical diagnosis of PSP is highly warranted for estimation of prognosis, appropriate allocation to therapeutic trials and development of new diagnostic tools. As reliable biomarkers are lacking, PSP diagnosis relies on the application of the clinical criteria promoted by the International Parkinson and Movement Disorder Society (MDS). Despite providing a framework including all the main PSP cornerstones (ocular dysfunction and postural instability, akinesia and cognitive dysfunction), the application of the MDS PSP criteria is complex and not straightforward to apply in a clinical setting. Herein we propose a practical tool, including a video-guided slide-set and a smartsheet, to disseminate the MDS PSP clinical criteria among healthy practitioners and increase confidence in non expert clinicians towards suspicion and diagnosis of PSP. The video-guided slide set may serve as a teaching resource for both general neurologists and practitioners, while the smartsheet may represent a valid support in attributing the degree of diagnostic certainty and phenotype based on the identified clinical features. Application of our tool may improve early recognition of patients in primary and secondary care and determine a prompt referral to third level movement disorder centers for consideration in clinical trials testing disease-modifying treatments.",1
39793854,Deciphering the role of neuropeptides as biomarkers for early diagnosis of Parkinson's disease.,"Parkinson's disease (PD) is a neurological condition and is characterized by both motor and non-motor symptoms. Early diagnosis is essential for effective therapy and management; nevertheless, present diagnostic methods are frequently insufficient and primarily rely on clinical symptoms that appear later in the disease. Neuropeptides, such as alpha-synuclein (α-syn), Substance P (SP), neurotensin (Nts), Neuropeptide Y (NPY), and somatostatin (SST), exhibit significant potential as biomarkers for the early identification of Parkinson's disease (PD). The pathophysiology of Parkinson's disease is closely associated with the dysregulation of these neuropeptides, which are essential in many neurophysiological processes. Advancements in detection technologies, including the Enzyme-Linked Immunosorbent Assay (ELISA), have rendered it possible to precisely and sensitively quantify neuropeptides in a variety of bodily fluids, including blood, saliva, tears, urine, and cerebrospinal fluid (CSF). Studies show that PD patients have different amounts of neuropeptides in their biological fluids. These differences are correlated with the severity of the disease and help to distinguish PD patients apart from individuals with other neurodegenerative conditions. Despite being less investigated, Nts and SST are also involved in neuroprotection and dopaminergic transmission, they too hold significant characteristics as diagnostic biomarkers. This article highlights the possible use of neuropeptides as PD diagnostic biomarkers. Integrating neuropeptide biomarkers into normal diagnostic processes can substantially enhance early diagnosis. This enables early therapeutic interventions and improves outcomes for individuals with PD.",1
39793764,Current trends in blood biomarkers detection and neuroimaging for Parkinson's disease.,"Parkinson's disease (PD) is a neurodegenerative disorder characterized by both motor and cognitive impairments. A significant challenge in managing PD is the variability of symptoms and disease progression rates. This variability is primarily attributed to unclear biomarkers associated with the disease and the lack of early diagnostic technologies and effective imaging methods. PD-specific biomarkers are essential for developing practical tools that facilitate accurate diagnosis, patient stratification, and monitoring of disease progression. Hence, creating valuable tools for detecting and diagnosing PD based on specific biomarkers is imperative. Blood testing, less invasive than obtaining cerebrospinal fluid through a lumbar puncture, is an ideal source for these biomarkers. Although such biomarkers were previously lacking, recent advancements in various detection techniques related to PD biomarkers and new imaging methods have emerged. However, basic research requires more detailed guidelines on effectively implementing these biomarkers in diagnostic procedures to enhance the diagnostic accuracy of PD blood testing in clinical practice. This review discusses the developmental trends of PD-related blood biomarker detection technologies, including optical analysis platforms. Despite the progress in developing various biomarkers for PD, their specificity and sensitivity remain suboptimal. Therefore, the integration of multimodal biomarkers along with optical and imaging technologies is likely to significantly improve diagnostic accuracy and facilitate the implementation of personalized medicine. This review forms valid research hypotheses for PD research and guides future empirical studies.",1
39791487,Neuropsychological test performance in mild cognitive impairment with Lewy bodies: A systematic review and meta-analysis.,"We sought to characterize the cognitive profile among individuals with mild cognitive impairment with Lewy bodies (MCI-LB) to help guide future clinical criteria. Systematic review and meta-analysis included MCI-LB studies with cognitive data from PubMed, Embase, Web of Science, and PsycINFO (January 1990 to March 2023). MCI-LB scores were compared to controls, MCI due to Alzheimer's disease (MCI-AD), and dementia with Lewy bodies (DLB) groups with random-effects models. We included 26 studies and 2823 participants. Across all domains, the MCI-LB group performed worse than controls and better than DLB. Compared to MCI-AD, the MCI-LB group performed worse in attention/processing speed (g = -0.24, 95% confidence interval [CI]: -0.35, -0.12), attention/executive (g = -0.42, 95% CI: -0.56, -0.28); better in verbal immediate recall (g = 0.37; 95% CI: 0.15, 0.59) and delayed memory (g = 0.40; 95% CI: 0.22, 0.58). The cognitive profiles in MCI-LB and MCI-AD are consistent with established profiles in DLB and AD. Neuropsychological assessment may be helpful in differential diagnosis, even in early disease states. We performed a systematic review and meta-analysis for cognition in mild cognitive impairment with Lewy bodies (MCI-LB). Compared to MCI due to Alzheimer's disease (MCI-AD), MCI-LB had worse attention, executive function, and processing speed. Compared to MCI-AD, MCI-LB had better verbal immediate and delayed recall. The MCI-LB group was worse on all cognitive domains than controls, and better than dementia with Lewy bodies. Studies used different tests and there is a need for global efforts for harmonization.",1
39789469,Do the gait domains change in PD patients with freezing of gait during their 'interictal' period?,"Freezing of Gait (FOG) is one of the disabling symptoms in patients with Parkinson's Disease (PD). While it is difficult to early detect because of the sporadic occurrence of initial freezing events. Whether the characteristic of gait impairments in PD patients with FOG during the 'interictal' period is different from that in non-FOG patients is still unclear. The gait parameters were measured by wearable inertial sensors. Exploratory factor analysis was used to investigate the inherent structure of diverse univariate gait parameters, with the aim of identifying shared characteristics among the gait variables. This cross-sectional study involved 68 controls and 245 PD patients (167 without FOG and 78 with FOG). The analysis yielded six distinct gait domains which were utilized to describe the impaired gait observed during the ""interictal"" period of FOG. Both PD-nFOG and PD-FOG groups exhibited significant impairments in the pace domain, kinematic domain, gait phase domain, and turning process domain compared to the healthy control. The gait phase domain was different in the PD-FOG group compared to the PD-nFOG group (p corrected = 0.004, Cohen's d = -0.46). And it was identified as independent risk factor for FOG (OR = 1.64, 95% CI = 1.05-2.55, p = 0.030), as well as other risk factors: gender (OR = 2.67, 95% CI = 1.19-5.99, p = 0.017), MDS-UPDRS IV score (OR = 1.23, 95% CI = 1.10-1.37, p < 0.001), and PIGD subscore (OR = 1.50, 95% CI = 1.30-1.73, p < 0.001). The model demonstrated a correct discrimination rate of 0.78 between PD-FOG and PD-nFOG, with an area under the receiver operating characteristic curve (AUC) of 0.87. FOG was found to be associated with abnormal alterations in the gait phase domain during the interictal period. Models constructed using gait phase domain, PIGD subscore, gender, and severity of motor complications can better differentiate freezers from no-freezers during 'interictal' period.",1
39788336,Individualized brain radiomics-based network tracks distinct subtypes and abnormal patterns in prodromal Parkinson's disease.,"Individuals in the prodromal phase of Parkinson's disease (PD) exhibit significant heterogeneity and can be divided into distinct subtypes based on clinical symptoms, pathological mechanisms, and brain network patterns. However, little has been done regarding the valid subtyping of prodromal PD, which hinders the early diagnosis of PD. Therefore, we aimed to identify the subtypes of prodromal PD using the brain radiomics-based network and examine the unique patterns linked to the clinical presentations of each subtype. Individualized brain radiomics-based network was constructed for normal controls (NC; N = 110), prodromal PD patients (N = 262), and PD patients (N = 108). A data-driven clustering approach using the radiomics-based network was carried out to cluster prodromal PD patients into higher-/lower-risk subtypes. Then, the dissociated patterns of clinical manifestations, anatomical structure alterations, and gene expression between these two subtypes were evaluated. Clustering findings indicated that one prodromal PD subtype closely resembled the pattern of NCs (N-P; N = 159), while the other was similar to the pattern of PD (P-P; N = 103). Significant differences were observed between the subtypes in terms of multiple clinical measurements, neuroimaging for morphological changes, and gene enrichment for synaptic transmission. Identification of prodromal PD subtypes based on brain connectomes and a full understanding of heterogeneity at this phase could inform early and accurate PD diagnosis and effective neuroprotective interventions.",1
39786322,Automated Detection of Isolated REM Sleep Behavior Disorder Using Computer Vision.,"Isolated rapid eye movement (REM) sleep behavior disorder (iRBD) is, in most cases, an early stage of Parkinson's disease or related disorders. Diagnosis requires an overnight video-polysomnogram (vPSG), however, even for sleep experts, interpreting vPSG data is challenging. Using a 3D camera, automated analysis of movements has yielded high accuracy. We aimed to replicate and extend prior work using a conventional 2D camera. The dataset included 172 vPSG recordings from a clinical sleep center, 81 patients with iRBD and 91 non-RBD healthy controls (63 with a range of other sleep disorders and 28 healthy sleepers). An optical flow computer vision algorithm automatically detected movements during rapid eye movement (REM) sleep, from which features of rate, ratio, magnitude and velocity of movements, and ratio of immobility were extracted. Patients with iRBD exhibited an increased number of shorter movements and immobility periods. Accuracies for detecting iRBD ranged from 84.9% (with 2 features) to 87.2% (with 5 features). Combining all 5 features but only analyzing short (0.1-2 second duration) movements achieved the highest accuracy at 91.9%. Of the 11 patients with iRBD without noticeable movements during vPSG, 7 were correctly identified. This work improves prior art by using a 2D camera routinely used in sleep laboratories and improving performance by adding only 3 features. This approach could be implemented in clinical sleep laboratories to facilitate and improve the diagnosis of iRBD. Coupled with automated detection of REM sleep, it should also be tested in the home environment using conventional infrared cameras to detect and/or monitor RBD. ANN NEUROL 2025.",1
39783870,High Selectivity Fluorescence and Electrochemical Dual-Mode Detection of Glutathione in the Serum of Parkinson's Disease Model Mice and Humans.,"Parkinson's disease (PD) is a progressive neurodegenerative disorder characterized by the loss of dopaminergic neurons and the accumulation of alpha-synuclein. Glutathione (GSH), a key antioxidant, is significantly depleted in PD patients. This study presents a dual-mode detection strategy for selectively determining GSH using a single probe. A series of ""turn-on"" electrochemical and fluorescent probes were developed, with resorufin (Re) serving as the reporting unit and featuring specific GSH recognition sites. Among these, the 7-(3,5-dinitrophenoxy)-3",1
39781052,A Riemannian multimodal representation to classify parkinsonism-related patterns from noninvasive observations of gait and eye movements.,"Parkinson's disease is a neurodegenerative disorder principally manifested as motor disabilities. In clinical practice, diagnostic rating scales are available for broadly measuring, classifying, and characterizing the disease progression. Nonetheless, these scales depend on the specialist's expertise, introducing a high degree of subjectivity. Thus, diagnosis and motor stage identification may be affected by misinterpretation, leading to incorrect or misguided treatments. This work addresses how to learn multimodal representations based on compact gait and eye motion descriptors whose fusion improves disease diagnosis prediction. This work introduces a noninvasive multimodal strategy that combines gait and ocular pursuit motion modalities into a geometrical Riemannian Neural Network for PD quantification and diagnostic support. Markerless gait and ocular pursuit videos were first recorded as Parkinson's observations, which are represented at each frame by a set of frame convolutional deep features. Then, Riemannian means are computed per modality using frame-level covariances coded from convolutional deep features. Thus, a geometrical learning representation is adjusted by Riemannian means, following early, intermediate, and late fusion alternatives. The adjusted Riemannian manifold combines input modalities to obtain PD prediction. The geometrical multimodal approach was validated in a study involving 13 control subjects and 19 PD patients, achieving a mean accuracy of 96% for early and intermediate fusion and 92% for late fusion, increasing the unimodal accuracy results obtained in the gait and eye movement modalities by 6 and 8%, respectively. The proposed method was able to discriminate Parkinson's patients from healthy subjects using multimodal geometrical configurations based on covariances descriptors. The covariance representation of video descriptors is highly compact (with an input size of 625 and an output size of 256 (1 BiRe)), facilitating efficient learning with a small number of samples, a crucial aspect in medical applications.",1
39771887,Machine Learning Recognizes Stages of Parkinson's Disease Using Magnetic Resonance Imaging.,"Neurodegenerative diseases (NDs), such as Alzheimer's disease (AD) and Parkinson's disease (PD), are debilitating conditions that affect millions worldwide, and the number of cases is expected to rise significantly in the coming years. Because early detection is crucial for effective intervention strategies, this study investigates whether the structural analysis of selected brain regions, including volumes and their spatial relationships obtained from regular T1-weighted MRI scans (",1
39768036,Architecture-Aware Augmentation: A Hybrid Deep Learning and Machine Learning Approach for Enhanced Parkinson's Disease Detection.,"Parkinson's Disease (PD) is a progressive neurodegenerative disorder affecting millions worldwide. Early detection is crucial for improving patient outcomes. Spiral drawing analysis has emerged as a non-invasive tool to detect early motor impairments associated with PD. This study examines the performance of hybrid deep learning and machine learning models in detecting PD using spiral drawings, with a focus on the impact of data augmentation techniques. We compare the accuracy of Vision Transformer (ViT) with K-Nearest Neighbors (KNN), Convolutional Neural Networks (CNN) with Support Vector Machines (SVM), and Residual Neural Networks (ResNet-50) with Logistic Regression, evaluating their performance on both augmented and non-augmented data. Our findings reveal that ViT with KNN, initially achieving 96.77% accuracy on unaugmented data, experienced a notable decline across all augmentation techniques, suggesting it relies heavily on global patterns in spiral drawings. In contrast, ResNet-50 with Logistic Regression showed consistent improvement with data augmentation, reaching 93.55% accuracy when rotation and flipping techniques were applied. These results highlight that hybrid models respond differently to augmentation, and careful selection of augmentation strategies is necessary for optimizing model performance. Our study provides important insights into the development of reliable diagnostic tools for early PD detection, emphasizing the need for appropriate augmentation techniques in medical image analysis.",1
39767175,Role and Diagnostic Significance of Apolipoprotein D in Selected Neurodegenerative Disorders.,"The World Health Organization in 2021 ranked Alzheimer's disease and other dementias as the seventh leading cause of death globally. Neurodegenerative disorders are progressive, intractable, and often fatal diseases. Early diagnosis may allow patients to enjoy prolonged survival with attenuated symptomatology because of early intervention. Hence, further research on finding non-invasive biomarkers of neurodegenerative diseases is warranted. Apolipoprotein D (ApoD) is a glycoprotein involved in lipid metabolism, oxidative stress regulation, and inflammation. It is expressed in various body fluids and regions of the central nervous system. ApoD's roles in neuroprotection, lipid transport, and anti-inflammatory processes are crucial as far as the prevention of neurodegenerative pathologies is concerned. This review aims to summarize the background knowledge on ApoD, and it covers studies indexed in the PubMed, Scopus, and Web of Science databases. It discusses the evidence for the multifaceted roles of ApoD in the mechanisms and pathogenesis of multiple sclerosis, Alzheimer's disease, and Parkinson's disease. ApoD may be a specific, sensitive, easily obtained, cost-effective biomarker for neurodegenerative diseases and its applications in diagnostic practices, treatment strategies, and advancing neurodegenerative disorders' management.",1
39766465,Artificial Intelligence-Based Methodologies for Early Diagnostic Precision and Personalized Therapeutic Strategies in Neuro-Ophthalmic and Neurodegenerative Pathologies.,"Advancements in neuroimaging, particularly diffusion magnetic resonance imaging (MRI) techniques and molecular imaging with positron emission tomography (PET), have significantly enhanced the early detection of biomarkers in neurodegenerative and neuro-ophthalmic disorders. These include Alzheimer's disease, Parkinson's disease, multiple sclerosis, neuromyelitis optica, and myelin oligodendrocyte glycoprotein antibody disease. This review highlights the transformative role of advanced diffusion MRI techniques-Neurite Orientation Dispersion and Density Imaging and Diffusion Kurtosis Imaging-in identifying subtle microstructural changes in the brain and visual pathways that precede clinical symptoms. When integrated with artificial intelligence (AI) algorithms, these techniques achieve unprecedented diagnostic precision, facilitating early detection of neurodegeneration and inflammation. Additionally, next-generation PET tracers targeting misfolded proteins, such as tau and alpha-synuclein, along with inflammatory markers, enhance the visualization and quantification of pathological processes in vivo. Deep learning models, including convolutional neural networks and multimodal transformers, further improve diagnostic accuracy by integrating multimodal imaging data and predicting disease progression. Despite challenges such as technical variability, data privacy concerns, and regulatory barriers, the potential of AI-enhanced neuroimaging to revolutionize early diagnosis and personalized treatment in neurodegenerative and neuro-ophthalmic disorders is immense. This review underscores the importance of ongoing efforts to validate, standardize, and implement these technologies to maximize their clinical impact.",1
39766432,Psychiatric Disorders and Cognitive Fluctuations in Parkinson's Disease: Changing Approaches in the First Decades of the 21st Century.,"Parkinson's Disease (PD) is a multifaceted neurodegenerative disorder characterized, in addition to the well-recognized motor disturbances, by a complex interplay between cognitive and psychiatric manifestations. We dissect the complex landscape of PD-related psychiatric symptoms, taking into account the impact of functional neurological disorders, somatic delusions, impulse control disorders, and conditions within the bipolar spectrum. The newer entities of somatoform and functional neurological disorders, as well as preexisting bipolar spectrum disorders, are analyzed in detail. Moreover, we emphasize the need for a holistic understanding of PD, wherein the cognitive and psychiatric dimensions are valued alongside motor symptoms. Such an approach aims to facilitate early detection and personalized interventions, and enhance the overall quality of life for individuals suffering from this neurodegenerative disorder.",1
